time,lat,lon,altitude,ground_speed,heading,details,alt_geom,nnumber,model,desc,timestamp,ping_time,icao
64430.41,42.600723,-108.704161,37025,567.4,73.8,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 37000, 'track': 73.83, 'baro_rate': -128, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",37000.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:53:50.410,a11f59
64411.29,42.586212,-108.771827,36975,570.6,73.8,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:53:31.290,a11f59
64392.43,42.572813,-108.834207,36975,571.8,73.8,,36850.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:53:12.430,a11f59
64077.39,42.334605,-109.911506,34975,576.0,73.0,,35000.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:47:57.390,a11f59
64097.01,42.349362,-109.846291,35000,576.0,73.0,,35025.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:48:17.010,a11f59
64116.98,42.364426,-109.779261,35000,576.7,73.2,,35000.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:48:36.980,a11f59
64136.96,42.380493,-109.707662,35000,576.7,73.2,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 34975, 'track': 73.17, 'baro_rate': 64, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",34975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:48:56.960,a11f59
64140.41,42.383377,-109.694928,35025,576.7,73.2,,35000.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:00.410,a11f59
64143.22,42.3853,-109.686314,35050,575.5,73.2,,35000.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:03.220,a11f59
64145.38,42.387116,-109.678111,35100,574.5,73.2,,35050.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:05.380,a11f59
64149.44,42.390095,-109.664761,35200,572.3,73.2,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 35150, 'track': 73.24, 'baro_rate': 1728, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",35150.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:09.440,a11f59
64161.29,42.399173,-109.624329,35575,567.2,73.2,,35525.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:21.290,a11f59
64166.06,42.402649,-109.608723,35675,568.2,73.2,,35625.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:26.060,a11f59
64173.34,42.407959,-109.58494,35750,570.4,73.2,,35700.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:33.340,a11f59
64193.19,42.423294,-109.5164,35975,576.4,73.3,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 35900, 'track': 73.26, 'baro_rate': 1024, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",35900.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:49:53.190,a11f59
64207.27,42.433777,-109.469272,36275,575.2,73.3,,36200.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:50:07.270,a11f59
64213.97,42.439499,-109.443491,36475,574.2,73.3,,36375.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:50:13.970,a11f59
64225.71,42.447876,-109.405663,36825,569.8,73.4,,36750.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:50:25.710,a11f59
64230.47,42.451538,-109.388996,36925,568.9,73.3,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36850, 'track': 73.35, 'baro_rate': 1152, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36850.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:50:30.470,a11f59
64234.7,42.455036,-109.373368,36975,567.9,73.3,,36900.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:50:34.700,a11f59
64239.88,42.458713,-109.356697,37025,567.9,73.3,,36975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:50:39.880,a11f59
64255.19,42.470306,-109.304289,37025,568.9,73.3,,36975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:50:55.190,a11f59
64274.93,42.485155,-109.236997,37025,567.6,73.4,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36925, 'track': 73.42, 'baro_rate': -128, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:51:14.930,a11f59
64294.27,42.498934,-109.174209,37000,567.3,73.5,,36875.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:51:34.270,a11f59
64313.72,42.51416,-109.104476,37000,568.3,73.5,,36850.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:51:53.720,a11f59
64333.57,42.528397,-109.039182,37000,571.2,73.6,,36850.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:52:13.570,a11f59
64353.47,42.543686,-108.968832,37000,573.4,73.6,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36825, 'track': 73.59, 'baro_rate': 0, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36825.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:52:33.470,a11f59
64373.13,42.558521,-108.900508,37000,572.1,73.7,,36800.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:52:53.130,a11f59
64937.98,42.960453,-106.9521,37025,560.1,75.0,,36975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:02:17.980,a11f59
64957.92,42.973767,-106.884286,37000,560.1,75.0,,36975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:02:37.920,a11f59
64976.77,42.98616,-106.820963,37000,559.8,75.1,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36975, 'track': 75.09, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:02:56.770,a11f59
64996.49,42.999573,-106.75217,37000,558.6,75.2,,36975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:03:16.490,a11f59
65566.86,43.233627,-104.763964,37000,562.0,83.2,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:12:46.860,a11f59
65586.81,43.239761,-104.693639,37000,563.0,83.2,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36950, 'track': 83.17, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 72.42, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:13:06.810,a11f59
65606.52,43.245804,-104.623952,37000,563.9,83.3,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:13:26.520,a11f59
65626.44,43.251801,-104.553883,37000,563.9,83.3,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:13:46.440,a11f59
65646.42,43.257876,-104.482596,37000,564.8,83.4,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:14:06.420,a11f59
65665.89,43.263741,-104.413409,37000,565.7,83.4,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36950, 'track': 83.4, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 72.42, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:14:25.890,a11f59
65685.7,43.269653,-104.343737,37000,565.7,83.4,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:14:45.700,a11f59
65705.4,43.275467,-104.273987,37000,565.6,83.5,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:15:05.400,a11f59
65724.9,43.281291,-104.203557,37000,566.6,83.5,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:15:24.900,a11f59
65744.6,43.287017,-104.134107,37000,566.5,83.6,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36950, 'track': 83.62, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 72.42, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:15:44.600,a11f59
65764.52,43.292862,-104.0625,37000,567.5,83.6,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:16:04.520,a11f59
65784.49,43.298655,-103.991481,37000,567.5,83.6,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:16:24.490,a11f59
65804.26,43.304288,-103.921182,37000,567.4,83.7,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:16:44.260,a11f59
65824.01,43.309874,-103.850555,37000,567.3,83.8,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36950, 'track': 83.83, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 72.42, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:17:04.010,a11f59
65843.59,43.315461,-103.780125,37000,568.3,83.8,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:17:23.590,a11f59
65863.18,43.321014,-103.70966,37000,568.3,83.8,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:17:43.180,a11f59
65882.38,43.326324,-103.641315,37000,569.2,83.9,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:18:02.380,a11f59
65901.77,43.33168,-103.571756,37000,569.2,83.9,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36925, 'track': 83.95, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 75.23, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:18:21.770,a11f59
65921.48,43.337108,-103.501478,37000,570.1,84.1,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:18:41.480,a11f59
65941.34,43.342438,-103.431425,37000,571.1,84.1,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:19:01.340,a11f59
65961.18,43.347861,-103.359048,37000,571.1,84.1,,36900.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:19:21.180,a11f59
65980.69,43.353121,-103.288879,37000,571.0,84.2,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36900, 'track': 84.17, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 75.23, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36900.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:19:40.690,a11f59
66000.58,43.358368,-103.217702,37000,569.9,84.3,,36900.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:20:00.580,a11f59
66020.33,43.363403,-103.148335,37000,569.9,84.3,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:20:20.330,a11f59
66040.14,43.368713,-103.075072,37000,569.8,84.4,,36900.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:20:40.140,a11f59
65547.28,43.227585,-104.83314,37000,562.0,83.2,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:12:27.280,a11f59
64058.3,42.319848,-109.976721,35000,576.0,73.0,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 35025, 'track': 73.04, 'baro_rate': 0, 'squawk': '3276', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 35008, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",35025.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 17:47:38.300,a11f59
65527.31,43.221359,-104.903976,37000,561.1,83.0,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:12:07.310,a11f59
65488.15,43.208908,-105.042902,37000,560.3,82.9,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:11:28.150,a11f59
65015.79,43.012161,-106.68721,37000,557.4,75.2,,36975.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:03:35.790,a11f59
65035.74,43.025345,-106.618929,37000,558.4,75.3,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:03:55.740,a11f59
65055.69,43.038483,-106.550903,37000,558.4,75.3,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36950, 'track': 75.27, 'baro_rate': -64, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:04:15.690,a11f59
65075.09,43.051044,-106.485835,37000,558.4,75.3,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:04:35.090,a11f59
65094.88,43.06366,-106.419852,37000,558.1,75.4,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:04:54.880,a11f59
65114.78,43.076648,-106.351057,37000,557.8,76.3,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:05:14.780,a11f59
65127.75,43.084282,-106.305477,37000,557.6,77.8,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36950, 'track': 77.78, 'baro_rate': -64, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 61.88, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:05:27.750,a11f59
65141.02,43.090897,-106.26034,37000,557.0,79.1,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:05:41.020,a11f59
65152.18,43.095749,-106.221952,37000,557.2,80.8,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:05:52.180,a11f59
65172.11,43.103276,-106.153761,37000,558.8,81.8,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:06:12.110,a11f59
65192.07,43.110626,-106.082835,37000,560.3,82.1,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36950, 'track': 82.1, 'baro_rate': -64, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 72.42, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:06:32.070,a11f59
65211.98,43.117584,-106.012637,37000,562.0,82.3,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:06:51.980,a11f59
65231.93,43.124405,-105.943398,37000,562.9,82.4,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:07:11.930,a11f59
65251.88,43.131226,-105.872945,37000,562.9,82.4,,36950.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:07:31.880,a11f59
65271.85,43.138184,-105.800831,37000,561.8,82.5,"{'type': 'adsb_icao', 'flight': 'UAL2647 ', 'alt_geom': 36925, 'track': 82.53, 'baro_rate': 0, 'squawk': '3552', 'emergency': 'none', 'category': 'A4', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36992, 'nav_heading': 72.42, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 9, 'nac_v': 1, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:07:51.850,a11f59
65291.57,43.144754,-105.731964,37000,560.6,82.6,,36925.0,N17104,B752,BOEING 757-200,2025-02-07,2025-02-07 18:08:11.570,a11f59
